task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
76	b5/092941	13763	gatkHaplotypeCaller (76)	COMPLETED	0	2020-09-24 20:32:53.569	6m 8s	6m 3s	99.3%	1.6 GB	6.8 GB	156.7 MB	120.9 MB
72	3e/3626b7	21436	gatkHaplotypeCaller (72)	COMPLETED	0	2020-09-24 20:28:47.187	10m 27s	10m 23s	94.4%	1.6 GB	6.8 GB	499.8 MB	11.8 MB
80	5b/868651	5934	gatkHaplotypeCaller (80)	COMPLETED	0	2020-09-24 20:37:00.202	4m 58s	4m 54s	99.0%	1.6 GB	6.8 GB	188.2 MB	68 MB
75	e7/e10ac3	16517	gatkHaplotypeCaller (75)	COMPLETED	0	2020-09-24 20:33:13.738	10m 33s	10m 29s	94.5%	1.6 GB	6.8 GB	538.7 MB	11.8 MB
77	17/0ec433	30908	gatkHaplotypeCaller (77)	COMPLETED	0	2020-09-24 20:35:44.864	9m 39s	9m 36s	94.4%	1.6 GB	6.8 GB	445.7 MB	12 MB
82	08/c93bc0	19610	gatkHaplotypeCaller (82)	COMPLETED	0	2020-09-24 20:39:01.242	9m 43s	9m 39s	94.2%	1.6 GB	6.8 GB	418.5 MB	12.1 MB
79	83/e20a85	21730	gatkHaplotypeCaller (79)	COMPLETED	0	2020-09-24 20:39:14.137	9m 42s	9m 39s	94.7%	1.6 GB	6.9 GB	481.5 MB	12 MB
85	0f/9c249d	17357	gatkHaplotypeCaller (85)	COMPLETED	0	2020-09-24 20:43:46.668	5m 22s	5m 18s	101.0%	1.6 GB	6.8 GB	150.8 MB	94.2 MB
73	59/a86432	31006	gatkHaplotypeCaller (73)	COMPLETED	0	2020-09-24 20:30:24.282	20m 36s	20m 31s	96.9%	1.6 GB	6.8 GB	287.6 MB	77.9 MB
83	48/d4a545	6425	gatkHaplotypeCaller (83)	COMPLETED	0	2020-09-24 20:41:58.506	9m 2s	9m	95.9%	1.6 GB	6.8 GB	214.3 MB	46 MB
84	10/7d91a8	13120	gatkHaplotypeCaller (84)	COMPLETED	0	2020-09-24 20:48:44.669	4m 24s	4m 19s	100.8%	1.6 GB	6.8 GB	107.9 MB	103.5 MB
81	b3/dd6a11	26911	gatkHaplotypeCaller (81)	COMPLETED	0	2020-09-24 20:45:23.972	9m 26s	9m 23s	93.9%	1.6 GB	6.8 GB	445.5 MB	11.7 MB
78	51/ab8d72	9259	gatkHaplotypeCaller (78)	COMPLETED	0	2020-09-24 20:37:26.166	19m 11s	19m 6s	98.9%	1.6 GB	6.9 GB	378.2 MB	37.1 MB
88	5d/a8c95b	14635	gatkHaplotypeCaller (88)	COMPLETED	0	2020-09-24 20:48:56.048	7m 49s	7m 46s	94.0%	1.6 GB	6.8 GB	340.9 MB	15.3 MB
90	5b/a2ae39	26221	gatkHaplotypeCaller (90)	COMPLETED	0	2020-09-24 20:51:00.935	6m 5s	6m 1s	98.3%	1.6 GB	6.8 GB	203.9 MB	70.6 MB
40	1f/7a0128	8542	gatkHaplotypeCaller (40)	COMPLETED	0	2020-09-24 19:32:08.539	1h 26m 33s	1h 26m 29s	112.6%	1.7 GB	7 GB	1.9 GB	89.1 MB
87	de/28fad1	26039	gatkHaplotypeCaller (87)	COMPLETED	0	2020-09-24 20:51:00.137	11m 15s	11m 12s	93.7%	1.6 GB	6.8 GB	493.5 MB	11.8 MB
93	b2/0fda55	27323	gatkHaplotypeCaller (93)	COMPLETED	0	2020-09-24 20:56:36.702	5m 54s	5m 50s	100.5%	1.6 GB	6.8 GB	167.5 MB	70.4 MB
96	04/b1f31b	28589	gatkHaplotypeCaller (96)	COMPLETED	0	2020-09-24 20:56:45.402	7m 56s	7m 53s	96.2%	1.6 GB	6.8 GB	388.8 MB	14.9 MB
91	c2/ebb82e	16788	gatkHaplotypeCaller (91)	COMPLETED	0	2020-09-24 20:54:50.166	10m 38s	10m 35s	95.5%	1.6 GB	6.8 GB	479.1 MB	12.4 MB
89	fd/fef1d2	16338	gatkHaplotypeCaller (89)	COMPLETED	0	2020-09-24 20:49:08.295	16m 51s	16m 47s	93.3%	1.6 GB	6.8 GB	853 MB	11.8 MB
94	d4/96e695	9999	gatkHaplotypeCaller (94)	COMPLETED	0	2020-09-24 20:58:41.582	7m 33s	7m 29s	100.5%	1.6 GB	6.8 GB	333.3 MB	14.7 MB
92	e8/03eb97	31848	gatkHaplotypeCaller (92)	COMPLETED	0	2020-09-24 20:57:05.680	10m	9m 56s	93.8%	1.6 GB	6.8 GB	531.9 MB	11.8 MB
101	61/60c554	25256	gatkHaplotypeCaller (101)	COMPLETED	0	2020-09-24 21:05:59.246	5m 27s	5m 24s	101.0%	1.6 GB	6.8 GB	149.5 MB	93.4 MB
104	96/0ee571	27473	gatkHaplotypeCaller (104)	COMPLETED	0	2020-09-24 21:06:14.630	6m 9s	6m 5s	98.5%	1.6 GB	6.8 GB	190.5 MB	48.9 MB
95	51/222d24	16944	gatkHaplotypeCaller (95)	COMPLETED	0	2020-09-24 21:04:41.810	8m 3s	7m 58s	96.6%	1.6 GB	6.8 GB	361.8 MB	12 MB
102	37/5f6fdb	3029	gatkHaplotypeCaller (102)	COMPLETED	0	2020-09-24 21:02:30.350	10m 48s	10m 45s	95.3%	1.6 GB	6.8 GB	481.6 MB	11.7 MB
86	02/cfb9ca	6746	gatkHaplotypeCaller (86)	COMPLETED	0	2020-09-24 20:53:08.650	20m 13s	20m 8s	100.4%	1.6 GB	6.8 GB	157.8 MB	105.8 MB
103	86/0849f3	6038	gatkHaplotypeCaller (103)	COMPLETED	0	2020-09-24 21:12:44.785	5m 11s	5m 7s	100.8%	1.6 GB	6.8 GB	136.2 MB	113.7 MB
98	d4/48045e	707	gatkHaplotypeCaller (98)	COMPLETED	0	2020-09-24 21:02:15.565	17m 29s	17m 26s	98.3%	1.6 GB	6.9 GB	724.5 MB	16.6 MB
99	18/fba99d	28689	gatkHaplotypeCaller (99)	COMPLETED	0	2020-09-24 21:11:26.198	9m 3s	9m	96.9%	1.6 GB	6.8 GB	469.2 MB	12.1 MB
108	25/5a7469	1252	gatkHaplotypeCaller (108)	COMPLETED	0	2020-09-24 21:07:05.942	13m 32s	13m 28s	100.8%	1.6 GB	6.9 GB	239.6 MB	64.2 MB
100	eb/321050	21762	gatkHaplotypeCaller (100)	COMPLETED	0	2020-09-24 21:05:28.316	16m 7s	16m 3s	95.6%	1.6 GB	6.8 GB	780 MB	12 MB
105	10/ef6ff2	10044	gatkHaplotypeCaller (105)	COMPLETED	0	2020-09-24 21:13:18.504	8m 18s	8m 13s	98.0%	1.6 GB	6.8 GB	208.1 MB	62.9 MB
107	3d/067859	6207	gatkHaplotypeCaller (107)	COMPLETED	0	2020-09-24 21:17:56.138	5m 14s	5m 10s	100.3%	1.6 GB	6.8 GB	155 MB	87.9 MB
97	fe/b42758	2967	gatkHaplotypeCaller (97)	COMPLETED	0	2020-09-24 21:12:23.418	12m 45s	12m 41s	100.4%	1.6 GB	6.8 GB	227.9 MB	60.6 MB
109	05/fb651b	20472	gatkHaplotypeCaller (109)	COMPLETED	0	2020-09-24 21:20:29.279	6m 53s	6m 50s	97.6%	1.6 GB	6.8 GB	241.3 MB	20.9 MB
111	2b/631d10	21720	gatkHaplotypeCaller (111)	COMPLETED	0	2020-09-24 21:20:38.302	6m 47s	6m 43s	97.8%	1.6 GB	6.8 GB	174.3 MB	82.2 MB
112	0f/5efd37	29003	gatkHaplotypeCaller (112)	COMPLETED	0	2020-09-24 21:21:36.386	9m 32s	9m 27s	93.7%	1.6 GB	6.8 GB	489.7 MB	11.7 MB
115	5b/e4a350	8383	gatkHaplotypeCaller (115)	COMPLETED	0	2020-09-24 21:23:10.078	8m 1s	7m 56s	96.4%	1.6 GB	6.8 GB	405.1 MB	12.4 MB
110	39/522113	28899	gatkHaplotypeCaller (110)	COMPLETED	0	2020-09-24 21:21:35.686	11m 48s	11m 44s	94.2%	1.6 GB	6.8 GB	492.8 MB	11.4 MB
106	45/b3c690	10337	gatkHaplotypeCaller (106)	COMPLETED	0	2020-09-24 21:13:21.430	20m 12s	20m 7s	95.3%	1.6 GB	6.8 GB	413.8 MB	17.7 MB
116	87/dd14f7	3560	gatkHaplotypeCaller (116)	COMPLETED	0	2020-09-24 21:27:25.197	9m 31s	9m 28s	96.5%	1.6 GB	6.8 GB	453.7 MB	12.7 MB
113	33/0df634	15676	gatkHaplotypeCaller (113)	COMPLETED	0	2020-09-24 21:19:44.725	17m 28s	17m 25s	101.4%	1.6 GB	6.9 GB	496 MB	13.6 MB
114	34/f0f740	20617	gatkHaplotypeCaller (114)	COMPLETED	0	2020-09-24 21:25:08.202	12m 51s	12m 47s	101.2%	1.6 GB	6.9 GB	477.9 MB	11.9 MB
117	cb/71374d	3002	gatkHaplotypeCaller (117)	COMPLETED	0	2020-09-24 21:27:22.434	12m 6s	12m 2s	96.5%	1.6 GB	6.8 GB	514.4 MB	11.6 MB
120	00/aba5c5	27202	gatkHaplotypeCaller (120)	COMPLETED	0	2020-09-24 21:31:08.371	8m 28s	8m 23s	95.6%	1.6 GB	6.8 GB	401.2 MB	13 MB
118	d4/d07ece	27486	gatkHaplotypeCaller (118)	COMPLETED	0	2020-09-24 21:31:10.806	10m 11s	10m 7s	95.0%	1.6 GB	6.8 GB	432.9 MB	12 MB
121	ec/da9fb2	5686	gatkHaplotypeCaller (121)	COMPLETED	0	2020-09-24 21:37:58.879	4m 52s	4m 48s	98.2%	1.6 GB	6.8 GB	127.2 MB	107.6 MB
125	92/ec4805	32461	gatkHaplotypeCaller (125)	COMPLETED	0	2020-09-24 21:37:13.163	6m 49s	6m 46s	94.3%	1.6 GB	6.8 GB	184.2 MB	83.1 MB
128	01/f8da86	29822	gatkHaplotypeCaller (128)	COMPLETED	0	2020-09-24 21:41:21.779	4m 46s	4m 42s	100.8%	1.6 GB	6.8 GB	121.2 MB	110.3 MB
123	fd/dbca72	15502	gatkHaplotypeCaller (123)	COMPLETED	0	2020-09-24 21:39:27.978	7m 27s	7m 22s	95.0%	1.6 GB	6.8 GB	209.8 MB	56.3 MB
122	f1/04e14f	9231	gatkHaplotypeCaller (122)	COMPLETED	0	2020-09-24 21:33:33.130	15m 41s	15m 38s	94.1%	1.6 GB	6.9 GB	657.7 MB	11.6 MB
127	3b/d861a0	8359	gatkHaplotypeCaller (127)	COMPLETED	0	2020-09-24 21:42:51.273	10m 2s	9m 58s	94.3%	1.6 GB	6.8 GB	326.1 MB	19.4 MB
132	f9/a24f84	2286	gatkHaplotypeCaller (132)	COMPLETED	0	2020-09-24 21:46:54.656	7m 7s	7m 3s	96.8%	1.6 GB	6.8 GB	340.2 MB	15.6 MB
131	f5/3a63ec	17266	gatkHaplotypeCaller (131)	COMPLETED	0	2020-09-24 21:44:02.202	10m 17s	10m 12s	93.7%	1.6 GB	6.8 GB	533.8 MB	11.8 MB
129	25/ecc765	14587	gatkHaplotypeCaller (129)	COMPLETED	0	2020-09-24 21:49:13.994	11m 20s	11m 17s	95.3%	1.6 GB	6.8 GB	580.9 MB	11.5 MB
134	b8/c4dca1	7345	gatkHaplotypeCaller (134)	COMPLETED	0	2020-09-24 21:54:02.095	6m 36s	6m 32s	95.9%	1.6 GB	6.8 GB	289.4 MB	18.6 MB
133	11/115c73	1198	gatkHaplotypeCaller (133)	COMPLETED	0	2020-09-24 21:52:53.234	11m 50s	11m 48s	94.4%	1.6 GB	6.8 GB	588.1 MB	11.6 MB
130	4a/c975e8	29579	gatkHaplotypeCaller (130)	COMPLETED	0	2020-09-24 21:46:07.641	19m 41s	19m 37s	95.3%	1.6 GB	6.9 GB	824.7 MB	11.2 MB
140	2d/053bb9	4762	gatkHaplotypeCaller (140)	COMPLETED	0	2020-09-24 22:00:34.066	8m 28s	8m 25s	93.4%	1.6 GB	6.8 GB	360.8 MB	12.1 MB
137	88/1ad4aa	5401	gatkHaplotypeCaller (137)	COMPLETED	0	2020-09-24 22:00:38.372	8m 53s	8m 49s	94.5%	1.6 GB	6.8 GB	407.7 MB	13 MB
138	70/fe9584	22395	gatkHaplotypeCaller (138)	COMPLETED	0	2020-09-24 22:04:43.574	5m 49s	5m 45s	98.7%	1.6 GB	6.8 GB	171.8 MB	67.9 MB
142	d2/a297c7	16266	gatkHaplotypeCaller (142)	COMPLETED	0	2020-09-24 22:10:32.956	4m 50s	4m 45s	99.1%	1.6 GB	6.8 GB	142.3 MB	109.6 MB
124	93/e14364	30346	gatkHaplotypeCaller (124)	COMPLETED	0	2020-09-24 21:36:56.402	39m 23s	39m 20s	101.8%	1.6 GB	6.9 GB	928.1 MB	13.1 MB
141	19/80d7f8	8627	gatkHaplotypeCaller (141)	COMPLETED	0	2020-09-24 22:09:02.482	10m 21s	10m 18s	94.8%	1.6 GB	6.8 GB	409 MB	12.9 MB
139	9e/5c3fa0	11373	gatkHaplotypeCaller (139)	COMPLETED	0	2020-09-24 22:09:31.415	11m 7s	11m 2s	93.6%	1.6 GB	6.8 GB	543.9 MB	11.7 MB
136	9e/4b0ff4	27022	gatkHaplotypeCaller (136)	COMPLETED	0	2020-09-24 22:05:48.703	16m 30s	16m 25s	94.9%	1.6 GB	6.9 GB	662.4 MB	11.3 MB
148	0b/58ac1b	8606	gatkHaplotypeCaller (148)	COMPLETED	0	2020-09-24 22:16:18.936	9m 48s	9m 45s	95.2%	1.6 GB	6.8 GB	426.6 MB	12.4 MB
147	60/e361cc	22148	gatkHaplotypeCaller (147)	COMPLETED	0	2020-09-24 22:19:23.699	10m 6s	10m 2s	95.2%	1.6 GB	6.8 GB	403.9 MB	12.6 MB
150	7c/2a9490	27613	gatkHaplotypeCaller (150)	COMPLETED	0	2020-09-24 22:20:38.401	10m 10s	10m 6s	95.1%	1.6 GB	6.8 GB	514.7 MB	11.8 MB
